ScreenName,FollowersCount,FriendsCount,Lineage,Status,Class,NetworkSize,Indegree,Outdegree
1369,exocet1722,1317,2967,LewtonSerena5:exocet1722,Child,1,4284,0.3074229691876751,0.6925770308123249
1626,Christo11812546,10017,9401,oldguyinsocal:Christo11812546,Child,1,19418,0.5158615717375631,0.4841384282624369
1764,stevesywonder,758,1195,TrumpRemorsePls:stevesywonder,Child,1,1953,0.38812083973374295,0.611879160266257
161,GOGUN69,53,92,,Parent,1,145,0.36551724137931035,0.6344827586206897
389,pplswar,2504,3716,,Parent,1,6220,0.402572347266881,0.5974276527331189
1467,GilesBaron,1581,2645,CausingFitna:GilesBaron,Child,1,4226,0.3741126360624704,0.6258873639375295
1747,Darren_Mooney,5046,5112,Jointron33SYSBM:Darren_Mooney,Child,1,10158,0.496751329001772,0.503248670998228
159,aearls,748,1614,,Parent,1,2362,0.31668077900084673,0.6833192209991532
345,yourewrongabout,2560,2111,r_berryhill:yourewrongabout,Child,1,4671,0.5480625133804324,0.45193748661956756
828,I_care_movement,2471,3877,devreal:I_care_movement,Child,1,6348,0.38925645872715814,0.6107435412728418
287,MeleenaAErikson,1578,1718,jdjvold:MeleenaAErikson,Child,1,3296,0.4787621359223301,0.5212378640776699
1030,ahmerwadee,2425,3124,GOGUN69:ahmerwadee,Child,1,5549,0.4370156785006307,0.5629843214993693
1146,tramadigan,15,90,parentalwisdom:tramadigan,Child,1,105,0.14285714285714285,0.8571428571428571
352,tomtomokie,35592,31361,Catness16:tomtomokie,Child,1,66953,0.5315967917793079,0.46840320822069215
1284,audreyrose1919,6988,7261,duster_john:audreyrose1919,Child,1,14249,0.49042038037757035,0.5095796196224296
725,SadakArakan,1164,4106,mir_sidiquee:SadakArakan,Child,1,5270,0.22087286527514233,0.7791271347248577
702,AllProRoofing3,11,17,TerryJMcMurray:AllProRoofing3,Child,1,28,0.39285714285714285,0.6071428571428571
1014,MstoryMichelle,4410,4559,GaryJPalys:MstoryMichelle,Child,1,8969,0.49169361132790723,0.5083063886720928
1339,BennyWenda,17043,1255,MartinkusJohn:BennyWenda,Child,1,18298,0.9314132692097497,0.0685867307902503
559,hireimmigrants,6998,1291,,Parent,1,8289,0.8442514175413198,0.15574858245868017
1625,gregory_cerge,17158,15464,sandeebabygrl50:gregory_cerge,Child,1,32622,0.5259640733247501,0.47403592667524985
1676,pollythatch,658,841,WorldVisionUg:pollythatch,Child,1,1499,0.4389593062041361,0.5610406937958639
318,BloodMagistrix,588,1044,robinhoodzz1:BloodMagistrix,Child,1,1632,0.3602941176470588,0.6397058823529411
574,DagmarNoble,1725,1934,,Parent,1,3659,0.47144028423066414,0.5285597157693359
888,ZZillah,1103,1912,blondiegerman:ZZillah,Child,1,3015,0.36583747927031507,0.6341625207296849
637,morepeoplehappy,10881,1228,Cjtuor:morepeoplehappy,Child,1,12109,0.8985878272359402,0.1014121727640598
1089,Ladyjet02,760,1233,SuiteMelody:Ladyjet02,Child,1,1993,0.38133467134972404,0.618665328650276
101,RefugeeWatcher,11137,263,,Parent,1,11400,0.9769298245614035,0.02307017543859649
365,Dannii_Cor,479,814,,Parent,1,1293,0.3704563031709203,0.6295436968290796
1313,leiavix,632,152,rich_villela:leiavix,Child,1,784,0.8061224489795918,0.19387755102040816
98,PK2929,3224,4988,,Parent,1,8212,0.3925962006819289,0.6074037993180711
1556,jasemulder,25,81,mattymay85:jasemulder,Child,1,106,0.2358490566037736,0.7641509433962265
1107,donvito1977,1159,1364,heber_rizzo:donvito1977,Child,1,2523,0.4593737613951645,0.5406262386048355
454,theironicview,2848,3438,,Parent,1,6286,0.45307031498568245,0.5469296850143175
618,CherieProud,8557,8648,jeffwilson5728:CherieProud,Child,1,17205,0.4973554199360651,0.5026445800639349
831,LegalTechUganda,86,127,kollinsayz:LegalTechUganda,Child,1,213,0.40375586854460094,0.596244131455399
1316,morganalise27,760,541,mestemacher:morganalise27,Child,1,1301,0.5841660261337432,0.4158339738662567
593,rich_villela,1944,538,,Parent,1,2482,0.7832393231265109,0.21676067687348913
635,scopesnscopes,36,425,JadeTactical:scopesnscopes,Child,1,461,0.07809110629067245,0.9219088937093276
661,applecartlive,1453,1876,RProgramme:applecartlive,Child,1,3329,0.43646740762991887,0.5635325923700811
355,jasdyer,1303,2791,,Parent,1,4094,0.3182706399609184,0.6817293600390816
563,ratherthanhater,458,2016,,Parent,1,2474,0.185125303152789,0.814874696847211
1242,DavidFernande_,1495,467,jsanchezhachero:DavidFernande_,Child,1,1962,0.7619775739041794,0.23802242609582058
527,TommyPaine7,8361,8858,MichaelJFama1:TommyPaine7,Child,1,17219,0.48556826761135957,0.5144317323886405
722,Dave_AFCB,1394,1937,RedBloodUnited:Dave_AFCB,Child,1,3331,0.41849294506154305,0.5815070549384569
1279,EquallyHTAC,131,315,AnglicanEastNL:EquallyHTAC,Child,1,446,0.2937219730941704,0.7062780269058296
343,NBTweeters,2875,1405,,Parent,1,4280,0.6717289719626168,0.3282710280373832
664,Home4Hope,178,232,RProgramme:Home4Hope,Child,1,410,0.43414634146341463,0.5658536585365853
206,KettirosNicos,169,395,kyriakichristo:KettirosNicos,Child,1,564,0.299645390070922,0.700354609929078
703,MariQuattri,26,147,KevinAtSave:MariQuattri,Child,1,173,0.15028901734104047,0.8497109826589595
544,Foxlyonnais,86,1544,FredSeguinPhoto:Foxlyonnais,Child,1,1630,0.05276073619631902,0.947239263803681
866,election16news,1229,1726,angeloftruth11:election16news,Child,1,2955,0.41590524534686973,0.5840947546531303
508,aachym,758,333,,Parent,1,1091,0.694775435380385,0.30522456461961506
146,Stinkshovel,687,1590,,Parent,1,2277,0.30171277997364954,0.6982872200263505
1579,DYNAMITEDORK,30570,12486,agentm0m:DYNAMITEDORK,Child,1,43056,0.710005574136009,0.2899944258639911
1641,kristinrmartin,169,336,2017_believe:kristinrmartin,Child,1,505,0.3346534653465347,0.6653465346534654
521,Aron_Mouse,121,616,,Parent,1,737,0.16417910447761194,0.835820895522388
205,Jen_Robinette,627,1541,,Parent,1,2168,0.28920664206642066,0.7107933579335793
706,gogfm,925,362,ethneCITY:gogfm,Child,1,1287,0.7187257187257188,0.2812742812742813
1245,alunpepper,907,1083,LuvverDuck:alunpepper,Child,1,1990,0.4557788944723618,0.5442211055276381
1447,Tarragon8,211,1756,LucyGoesHard:Tarragon8,Child,1,1967,0.10726995424504321,0.8927300457549567
1639,CMAGracias,1789,1601,joanneleon:CMAGracias,Child,1,3390,0.5277286135693215,0.47227138643067845
1037,turningrightUK,12349,11880,United1974:turningrightUK,Child,1,24229,0.5096784844607701,0.49032151553922987
596,DarkNerdyGonzo,43,165,,Parent,1,208,0.20673076923076922,0.7932692307692307
933,rowdy_tt,6119,6503,KevinMinton1969:rowdy_tt,Child,1,12622,0.4847884645856441,0.5152115354143559
935,DonnaIsGod,213,756,ShantiPixie:DonnaIsGod,Child,1,969,0.21981424148606812,0.7801857585139319
1366,JC2MAGA,11935,11984,Morph7829:JC2MAGA,Child,1,23919,0.49897570968685984,0.5010242903131402
107,uspatriot2015,637,726,I_mKT2u:uspatriot2015,Child,1,1363,0.4673514306676449,0.532648569332355
1552,FireflyEditor,8321,9363,AriseNetAfrica:FireflyEditor,Child,1,17684,0.47053833974213977,0.5294616602578602
1244,MimiZimms,251,395,march51_linda:MimiZimms,Child,1,646,0.38854489164086686,0.6114551083591331
592,Lt_Sludge,41,138,,Parent,1,179,0.22905027932960895,0.770949720670391
631,TerryJMcMurray,20723,4063,,Parent,1,24786,0.836076817558299,0.16392318244170095
323,PrivacyCestFini,8077,7962,christians_111:PrivacyCestFini,Child,1,16039,0.503585011534385,0.49641498846561505
472,Kek_courts,556,367,,Parent,1,923,0.6023835319609967,0.39761646803900325
131,AnglicanEastNL,490,378,,Parent,1,868,0.5645161290322581,0.43548387096774194
1513,82Saraq,223,95,Mujahed_S:82Saraq,Child,1,318,0.7012578616352201,0.29874213836477986
44,odongo_martin,22,212,,Parent,1,234,0.09401709401709402,0.905982905982906
502,media_brushwood,8637,13385,FilmMinisterBHM:media_brushwood,Child,1,22022,0.39219871038052856,0.6078012896194714
1103,emmamaryoh,354,1555,Marissa_C_Ryan:emmamaryoh,Child,1,1909,0.18543740178103718,0.8145625982189628
608,Lucy_allan,516,961,,Parent,1,1477,0.3493568043331077,0.6506431956668923
872,petecelano,893,1360,GCCOnline:petecelano,Child,1,2253,0.39636040834442965,0.6036395916555704
1829,1oldgraybear,1859,2109,alohabrianb:1oldgraybear,Child,1,3968,0.46849798387096775,0.5315020161290323
518,parkdeli,153,142,,Parent,1,295,0.5186440677966102,0.48135593220338985
521,Sportydoodle,555,719,spaceangel1964:Sportydoodle,Child,1,1274,0.43563579277864994,0.5643642072213501
729,DingoAteMyEx,10914,9385,KimberlyNips1:DingoAteMyEx,Child,1,20299,0.5376619537908272,0.46233804620917285
1027,chris51roberts,1188,1676,GOGUN69:chris51roberts,Child,1,2864,0.41480446927374304,0.585195530726257
578,tpanageas,251,1609,greekolizer:tpanageas,Child,1,1860,0.1349462365591398,0.8650537634408603
773,ECDCAustralia,37,130,OzRefugeeCounc:ECDCAustralia,Child,1,167,0.2215568862275449,0.7784431137724551
236,DoctorSam7,1342,2608,plthomasEdD:DoctorSam7,Child,1,3950,0.33974683544303796,0.660253164556962
1283,liberty_grl,7753,8163,FeistyMonk:liberty_grl,Child,1,15916,0.48711987936667506,0.512880120633325
446,brough_kathleen,35,94,,Parent,1,129,0.2713178294573643,0.7286821705426356
771,ellisonharry,584,985,ChildSocStudent:ellisonharry,Child,1,1569,0.3722115997450606,0.6277884002549394
1111,nh1Birddog,14044,14001,djtforpotus:nh1Birddog,Child,1,28045,0.5007666250668569,0.4992333749331432
261,Top_DollaBnail,324,249,teflon1:Top_DollaBnail,Child,1,573,0.5654450261780105,0.43455497382198954
1683,demoticbroadban,499,4597,ozbushtel:demoticbroadban,Child,1,5096,0.0979199372056515,0.9020800627943485
654,SelinaAllu,557,1333,KylaAvis:SelinaAllu,Child,1,1890,0.2947089947089947,0.7052910052910053
469,homesgofast,6656,6341,LivingtheDream0:homesgofast,Child,1,12997,0.5121181811187197,0.4878818188812803
135,TeaPartyStandUp,430,346,,Parent,1,776,0.5541237113402062,0.44587628865979384
87,nihilosignum,815,1008,jjpaldad:nihilosignum,Child,1,1823,0.44706527701590787,0.5529347229840922
701,BoboFromTexas,14813,5903,TerryJMcMurray:BoboFromTexas,Child,1,20716,0.7150511681791851,0.2849488318208148
1362,iconicfreedom1,1599,2005,Idahograybeard:iconicfreedom1,Child,1,3604,0.44367369589345174,0.5563263041065483
934,Seahawkfan4x4,306,585,KevinMinton1969:Seahawkfan4x4,Child,1,891,0.3434343434343434,0.6565656565656566
268,Osmaanadni,171,107,ErikGerhardsson:Osmaanadni,Child,1,278,0.6151079136690647,0.38489208633093525
1704,ilkka_turunen,64,70,IIEglobal:ilkka_turunen,Child,1,134,0.47761194029850745,0.5223880597014925
1726,LawverSays,1515,2883,NaTakallam:LawverSays,Child,1,4398,0.34447476125511595,0.655525238744884
391,humanrights1st,52475,4554,,Parent,1,57029,0.9201458906871942,0.07985410931280576
705,bahardutt,7581,66,KevinAtSave:bahardutt,Child,1,7647,0.9913691643781876,0.008630835621812475
87,CSPANJNKY,1413,591,,Parent,1,2004,0.7050898203592815,0.2949101796407186
991,SSludgeworth,34109,33784,Lastonein66:SSludgeworth,Child,1,67893,0.5023934720810688,0.4976065279189313
549,atxgo,768,248,,Parent,1,1016,0.7559055118110236,0.2440944881889764
1243,LoomerFanClub,13819,12730,march51_linda:LoomerFanClub,Child,1,26549,0.5205092470526197,0.4794907529473803
1363,TheBlackSaamba,568,1176,Mmkay2:TheBlackSaamba,Child,1,1744,0.3256880733944954,0.6743119266055045
215,derrickgakuu,1127,2542,,Parent,1,3669,0.30716816571272826,0.6928318342872717
1087,jrolland115,2303,4988,TheConorstone:jrolland115,Child,1,7291,0.315868879440406,0.684131120559594
1514,NaserAlayed,1229,985,Mujahed_S:NaserAlayed,Child,1,2214,0.5551038843721771,0.44489611562782294
113,RBX_lua,91,92,,Parent,1,183,0.4972677595628415,0.5027322404371585
77,jerseyboy,3771,3662,,Parent,1,7433,0.5073321673617651,0.4926678326382349
1085,J_Axthelm,2279,3708,maxgull:J_Axthelm,Child,1,5987,0.38065809253382327,0.6193419074661767
1682,saraswat_dk,1066,4657,ozbushtel:saraswat_dk,Child,1,5723,0.186265944434737,0.813734055565263
