ScreenName,FollowersCount,FriendsCount,Lineage,Status,Class,NetworkSize,Indegree,Outdegree
1015,Robbin_Young,25920,14120,GaryJPalys:Robbin_Young,Child,1,40040,0.6473526473526473,0.35264735264735264
626,sharpfang,2976,2044,,Parent,1,5020,0.5928286852589641,0.40717131474103585
1404,vkinkela,9120,9403,BLU3Collar:vkinkela,Child,1,18523,0.49236084867462077,0.5076391513253793
1282,Verityforever,15719,16336,FeistyMonk:Verityforever,Child,1,32055,0.4903759163936983,0.5096240836063016
594,mStonerinc,4480,4418,MECM:mStonerinc,Child,1,8898,0.5034839289728029,0.49651607102719714
516,ElContador2000,8529,8232,,Parent,1,16761,0.5088598532307141,0.49114014676928586
193,JadeTactical,32,131,,Parent,1,163,0.19631901840490798,0.803680981595092
1561,ChiefMaga,6441,6467,Carol38553:ChiefMaga,Child,1,12908,0.4989928726371243,0.5010071273628758
1722,christineeboyle,3319,1273,georgiastraight:christineeboyle,Child,1,4592,0.7227787456445993,0.2772212543554007
295,MAGAMomSam,30,82,theironicview:MAGAMomSam,Child,1,112,0.26785714285714285,0.7321428571428571
1531,MadnessValar,17,18,RangerThorndyke:MadnessValar,Child,1,35,0.4857142857142857,0.5142857142857142
484,RickS0222,440,341,,Parent,1,781,0.5633802816901409,0.43661971830985913
266,LL07CJSANFRAN,1306,1420,,Parent,1,2726,0.47909024211298606,0.520909757887014
66,Shmooze,659,1768,,Parent,1,2427,0.2715286361763494,0.7284713638236506
792,sturgishigh,4351,4332,morrigan728:sturgishigh,Child,1,8683,0.5010940919037199,0.4989059080962801
768,AmandaCC92,2520,2031,ChildSocStudent:AmandaCC92,Child,1,4551,0.5537244561634805,0.44627554383651946
1448,OlliesGrandad,1150,2550,sjgorrit:OlliesGrandad,Child,1,3700,0.3108108108108108,0.6891891891891891
665,Lilly_the_dog,2389,2870,borwin98:Lilly_the_dog,Child,1,5259,0.4542688724092033,0.5457311275907968
1281,AllNightLongWP,2837,4676,DeuceMcHenry:AllNightLongWP,Child,1,7513,0.3776121389591375,0.6223878610408625
1029,Littlemaxijenny,3247,2780,GOGUN69:Littlemaxijenny,Child,1,6027,0.5387423261987722,0.4612576738012278
170,gt8844,180,173,,Parent,1,353,0.509915014164306,0.49008498583569404
185,elizabethwila,31265,26453,jb7675:elizabethwila,Child,1,57718,0.5416854360857964,0.45831456391420355
357,RevCavs,6541,4946,StockRockRadio:RevCavs,Child,1,11487,0.5694263080003482,0.4305736919996518
1597,PeterLDangelo1,1026,2342,VashishtGgn:PeterLDangelo1,Child,1,3368,0.30463182897862234,0.6953681710213777
414,MauriceRuffin,2529,1336,AskingAmy:MauriceRuffin,Child,1,3865,0.654333764553687,0.3456662354463131
396,valentine59,195,272,,Parent,1,467,0.41755888650963596,0.582441113490364
86,TheTinySmidgen,1583,2055,jjpaldad:TheTinySmidgen,Child,1,3638,0.43512919186366134,0.5648708081363386
436,WeLoveCats__,1290,3028,4EverTexanEsq99:WeLoveCats__,Child,1,4318,0.2987494210282538,0.7012505789717461
481,andygoh,2094,3157,TanYuhKelly:andygoh,Child,1,5251,0.3987811845362788,0.6012188154637212
414,OmarKadkoy,485,471,,Parent,1,956,0.5073221757322176,0.49267782426778245
117,SuiteMelody,247,380,,Parent,1,627,0.3939393939393939,0.6060606060606061
487,THERESAsTWEETS,284,193,,Parent,1,477,0.5953878406708596,0.40461215932914046
554,MaroonBeretPk,510,122,Pakistani_00:MaroonBeretPk,Child,1,632,0.8069620253164557,0.1930379746835443
573,HarrodRenee,3179,3831,MTcowboy3250:HarrodRenee,Child,1,7010,0.4534950071326676,0.5465049928673323
241,jdjvold,33,75,,Parent,1,108,0.3055555555555556,0.6944444444444444
591,Existtherapy,6273,6317,EacBrief:Existtherapy,Child,1,12590,0.4982525814138205,0.5017474185861795
237,Soufax,67,92,,Parent,1,159,0.42138364779874216,0.5786163522012578
205,GeorgePetrou13,277,772,kyriakichristo:GeorgePetrou13,Child,1,1049,0.2640610104861773,0.7359389895138226
913,cfbenninghoff,5253,4806,normalperson56:cfbenninghoff,Child,1,10059,0.5222189084402028,0.4777810915597972
1319,thegafferbigstu,1370,1565,mallynicmufcRFC:thegafferbigstu,Child,1,2935,0.46678023850085176,0.5332197614991482
168,sulkyracer,22677,23736,RhondaHurley2:sulkyracer,Child,1,46413,0.48859155839958635,0.5114084416004137
662,RobLRyan,587,457,RProgramme:RobLRyan,Child,1,1044,0.5622605363984674,0.43773946360153254
969,Social_Media_a7,3438,3448,geekonline:Social_Media_a7,Child,1,6886,0.4992738890502469,0.5007261109497532
1142,RC_920,497,486,jacgcs:RC_920,Child,1,983,0.5055951169888098,0.49440488301119023
1787,chrisco_sr,9615,10493,Jhwrr:chrisco_sr,Child,1,20108,0.4781678933757708,0.5218321066242292
408,18dMedia,25833,4161,,Parent,1,29994,0.8612722544508902,0.13872774554910983
1185,pictolife_photo,852,4581,Fauxnewslive:pictolife_photo,Child,1,5433,0.15681943677526228,0.8431805632247377
199,qubrat1s,1898,274,,Parent,1,2172,0.8738489871086557,0.1261510128913444
1343,lwymer333,17,28,bmoreboy12:lwymer333,Child,1,45,0.37777777777777777,0.6222222222222222
1110,LoriLandRich,13564,14867,djtforpotus:LoriLandRich,Child,1,28431,0.47708487214660056,0.5229151278533994
0,jeffreyianross,3811,2651,Medtorek,Directed,0,6462,0.5897554936552151,0.4102445063447849
5,sunny22457,220,95,MNSharif_Fan,Directed,0,315,0.6984126984126984,0.30158730158730157
10,delreysmain,1871,365,IlliteracyEnd,Directed,0,2236,0.8367620751341681,0.16323792486583183
15,HonuaDee,311,548,rubenkmajor,Directed,0,859,0.3620488940628638,0.6379511059371362
20,mimamodernart,84,26,TrainedonVeda,Directed,0,110,0.7636363636363637,0.23636363636363636
25,PaulMandelis,9184,8870,MFanlove,Directed,0,18054,0.50869613382076,0.49130386617924005
30,valentine59,421,398,Skhoury54,Directed,0,819,0.514041514041514,0.48595848595848595
35,NanbumHall,285,498,anitapass,Directed,0,783,0.36398467432950193,0.6360153256704981
40,nevertoolatetoc,3240,4703,nightriverroad1,Directed,0,7943,0.40790633261991693,0.5920936673800831
45,RBX_lua,115,162,AsianBeauty111,Directed,0,277,0.4151624548736462,0.5848375451263538
50,SpiritdeCharlie,12595,11933,dblackley7,Directed,0,24528,0.5134947814742336,0.48650521852576645
55,RefugeeWatcher,15593,1110,WilliamGLange1,Directed,0,16703,0.9335448721786506,0.06645512782134946
